,Returns,Volatility,Sharpe Ratio,MV Model,SDR.L Weight,NMC.L Weight,CPG.L Weight
32,0.000297808,0.010940059,0.027221772,-0.005172222,0.360620859,0.013395227,0.625983914
76,0.000868966,0.017598483,0.04937734,-0.007930275,0.102705446,0.009094326,0.888200228
789,0.000870761,0.015963353,0.054547485,-0.007110916,0.213027697,0.019926473,0.76704583
163,0.000235733,0.014028124,0.016804334,-0.006778329,0.859751296,0.103442197,0.036806507
982,0.00044005,0.015400386,0.02857393,-0.007260143,0.538427751,0.000928217,0.460644031
427,0.00024347,0.012097422,0.020125781,-0.005805241,0.614829094,0.002407482,0.382763425
807,0.000230232,0.014182255,0.016233827,-0.006860895,0.880896876,0.07744508,0.041658044
919,0.000268229,0.01506907,0.017799975,-0.007266306,0.970101492,0.009145877,0.020752631
615,0.000679321,0.012521718,0.054251453,-0.005581538,0.025967208,0.72204316,0.251989632
892,0.000709021,0.012737647,0.055663413,-0.005659802,0.016531944,0.718971547,0.264496509
908,0.000705092,0.012603011,0.055946346,-0.005596413,0.00103772,0.715528959,0.283433321
441,0.000711127,0.013616982,0.052223506,-0.006097364,0.137505424,0.859812749,0.002681827
187,0.000646433,0.012800536,0.050500429,-0.005753835,0.256687432,0.738279104,0.005033464
731,0.000750398,0.014218518,0.0527761,-0.006358861,0.026098953,0.9061751,0.067725947
496,0.001028923,0.012841004,0.080127959,-0.005391578,0.005547969,0.314319551,0.680132479
467,0.001065474,0.0101846,0.104616182,-0.004026826,0.021748247,0.150403074,0.827848679
218,0.0006946,0.013400977,0.051832041,-0.006005888,0.154757956,0.832992898,0.012249146
42,0.000732279,0.013869372,0.052798261,-0.006202407,0.000711421,0.892248707,0.107039872
221,0.000846199,0.01366577,0.061921089,-0.005986686,0.008690113,0.576160194,0.415149693
215,0.000901572,0.01360355,0.066274764,-0.005900203,0.003425844,0.557997218,0.438576938
103,0.000757294,0.014522738,0.052145427,-0.006504075,0.025198973,0.960526073,0.014274954
857,0.000746148,0.013471133,0.055388644,-0.005989419,0.028363065,0.828161987,0.143474948
409,0.000727574,0.013867782,0.052465043,-0.006206317,0.099855355,0.89148364,0.008661005
44,0.000671818,0.013096475,0.05129761,-0.00587642,0.200049444,0.790837321,0.009113235
165,0.000708175,0.013599217,0.052074695,-0.006091433,0.127813131,0.861701458,0.010485411
685,0.00045956,0.011204585,0.041015373,-0.005142732,0.06645286,0.527178128,0.406369012
441,0.000449382,0.011226979,0.040026986,-0.005164107,0.081560997,0.488805729,0.429633274
27,0.000402025,0.011605239,0.034641718,-0.005400594,0.141443534,0.856159961,0.002396504
143,0.000397193,0.011435249,0.034734129,-0.005320431,0.186212159,0.813731369,5.65E-05
111,0.000434648,0.011258839,0.038605031,-0.005194772,0.08741989,0.595220277,0.317359833
602,0.001073358,0.014283577,0.075146308,-0.00606843,0.053315059,0.040218008,0.906466934
284,0.001101112,0.010735604,0.102566399,-0.00426669,0.017681035,0.029672084,0.952646881
840,0.000396876,0.011457351,0.034639451,-0.005331799,0.17497153,0.82113462,0.00389385
349,0.000383706,0.010792075,0.035554387,-0.005012332,0.116613759,0.669732369,0.213653872
833,0.000730645,0.014073697,0.051915671,-0.006306203,0.021962638,0.38439117,0.593646191
935,0.000768521,0.013195588,0.05824073,-0.005829273,0.053748898,0.390170638,0.556080464
473,0.000391475,0.011426679,0.034259697,-0.005321865,0.17330147,0.812692331,0.014006199
573,0.000442722,0.011708088,0.037813388,-0.005411322,0.145519347,0.658627602,0.195853052
106,0.000387184,0.011143217,0.034746121,-0.005184425,0.147929116,0.787309779,0.064761105
807,0.000393888,0.011355833,0.034685979,-0.005284028,0.209639146,0.790313975,4.69E-05
221,0.000383382,0.011183169,0.034282086,-0.005208202,0.269928696,0.727040574,0.00303073
65,0.000501536,0.012017833,0.041732626,-0.005507381,0.085619734,0.433740688,0.480639578
810,0.000477456,0.01393075,0.034273521,-0.006487919,0.208800937,0.785158504,0.006040559
590,0.00044012,0.013224244,0.033281282,-0.006172002,0.292516989,0.691247845,0.016235167
772,0.000494606,0.012652448,0.03909169,-0.005831618,0.104681874,0.526185878,0.369132248
257,0.001023004,0.013309866,0.076860562,-0.005631929,0.024695271,0.170029656,0.805275073
85,0.00110623,0.010709246,0.103296737,-0.004248393,0.003198258,0.047244274,0.949557468
741,0.000455264,0.01328379,0.034272127,-0.006186631,0.297185349,0.695582517,0.007232134
812,0.000420381,0.011122264,0.037796378,-0.005140751,0.107423621,0.496927616,0.395648763
385,0.000794959,0.01498221,0.053060195,-0.006696146,0.012304073,0.347682857,0.64001307
412,0.00082615,0.013831092,0.059731354,-0.006089396,0.046198685,0.374257932,0.579543383
65,0.000467116,0.013587233,0.034379038,-0.0063265,0.256913965,0.738737972,0.004348063
571,0.000506848,0.013141151,0.038569503,-0.006063728,0.193457572,0.578599418,0.22794301
13,0.000468754,0.013599055,0.034469637,-0.006330773,0.24645476,0.742536257,0.011008983
646,0.000457118,0.013386937,0.03414654,-0.006236351,0.279415003,0.712885769,0.007699228
47,0.000472052,0.01383366,0.034123417,-0.006444778,0.210265564,0.776912394,0.012822042
133,0.000443533,0.012612106,0.035167211,-0.005862521,0.284862495,0.712931228,0.002206277
604,0.000445804,0.012688273,0.035135122,-0.005898332,0.271497945,0.726549054,0.001953001
253,0.000481803,0.012108672,0.039789938,-0.005572533,0.104689174,0.541840315,0.353470511
568,0.001086945,0.014352789,0.075730585,-0.006089449,0.018181538,0.072127242,0.909691221
843,0.001115385,0.010818951,0.103095505,-0.00429409,0.004084394,0.029570822,0.966344784
259,0.000448577,0.012862307,0.034875289,-0.005982577,0.215442694,0.763549173,0.021008133
401,0.000417763,0.011101013,0.037632911,-0.005132743,0.126309966,0.549251508,0.324438526
760,0.000771563,0.015147122,0.050937937,-0.006801998,0.090682161,0.262090986,0.647226853
448,0.000822021,0.013436231,0.061179405,-0.005896095,0.010083918,0.416123681,0.573792401
739,0.000466818,0.013251418,0.035227769,-0.006158891,0.185063588,0.812986612,0.0019498
460,0.000481627,0.012993296,0.037067309,-0.006015022,0.2138604,0.61210478,0.174034819
984,0.000439886,0.012429383,0.035390855,-0.005774805,0.180127303,0.730118991,0.089753706
647,0.00044316,0.01266875,0.034980533,-0.005891216,0.263810891,0.728590679,0.007598431
857,0.000446626,0.012754676,0.03501668,-0.005930712,0.242266287,0.746413785,0.011319928
221,0.000252094,0.014928172,0.016887111,-0.007211992,0.951721193,0.040408083,0.007870724
54,0.000433534,0.014049621,0.030857337,-0.006591277,0.293312619,0.000598223,0.706089158
866,0.00104792,0.014187898,0.07386011,-0.006046029,0.069594522,0.029034325,0.901371153
858,0.001017494,0.0102771,0.09900597,-0.004121056,0.13736584,0.001699825,0.860934335
42,0.000238857,0.014183363,0.016840623,-0.006852825,0.884161105,0.000789426,0.115049469
71,0.000304109,0.011058729,0.027499409,-0.005225256,0.292993448,0.000607551,0.706399001
540,0.00088619,0.018016279,0.049188276,-0.00812195,0.068185676,0.0121537,0.919660625
793,0.000876716,0.016048199,0.054630191,-0.007147383,0.225582628,0.004396017,0.770021355
667,0.000252627,0.014757725,0.017118307,-0.007126235,0.935391449,0.023083236,0.041525315
431,0.000429613,0.015097191,0.028456457,-0.007118983,0.560161882,0.004061017,0.435777101
538,0.000242552,0.012053743,0.020122585,-0.005784319,0.604534328,0.000932741,0.39453293
763,0.000246141,0.014848034,0.016577318,-0.007177877,0.945944789,0.007409438,0.046645773
560,0.000245031,0.014573471,0.016813525,-0.007041704,0.929082515,0.025779654,0.045137831
753,0.000444417,0.014459901,0.030734467,-0.006785533,0.243198962,0.000301503,0.756499535
923,0.001013277,0.014118091,0.071771548,-0.006045768,0.068705547,0.040032133,0.89126232
671,0.001052704,0.01044416,0.100793519,-0.004169376,0.096088111,0.001312122,0.902599768
810,0.000215651,0.013580887,0.015879013,-0.006574793,0.823055824,0.001384127,0.17556005
748,0.000300751,0.011072052,0.027163107,-0.005235275,0.274688227,0.004045125,0.721266648
176,0.000922673,0.018790651,0.04910276,-0.008472653,0.024086732,0.004311953,0.971601315
774,0.000822283,0.015246637,0.053932114,-0.006801035,0.287139736,0.006866458,0.705993806
71,0.000258059,0.015026208,0.017173925,-0.007255045,0.960133394,0.011804506,0.028062101
402,0.000423994,0.01491137,0.028434257,-0.007031691,0.582870441,0.000966948,0.416162611
240,0.000241717,0.012039818,0.020076492,-0.005778192,0.601429412,0.001002354,0.397568234
50,0.000262145,0.015173313,0.017276709,-0.007324512,0.974866579,0.00675699,0.018376431
364,0.000189648,0.014288584,0.013272677,-0.006954644,0.894300497,0.073359217,0.032340287
363,0.001123656,0.014875544,0.075537112,-0.006314116,0.014153749,0.019684802,0.966161449
178,0.00108867,0.01062898,0.102424641,-0.004225821,0.031443049,0.034116009,0.934440942
914,0.000418571,0.013579708,0.030823257,-0.006371283,0.364170323,0.635629689,0.000199987
554,0.00038855,0.011152273,0.034840456,-0.005187586,0.133098685,0.430465245,0.436436071
355,0.000794836,0.015238319,0.052160358,-0.006824323,0.027094299,0.296716783,0.676188918
338,0.000858131,0.015370269,0.055830575,-0.006827003,0.106673201,0.208110599,0.6852162
450,0.000430431,0.013981497,0.030785778,-0.006560317,0.29741899,0.698273416,0.004307594
689,0.000487146,0.013293363,0.036645803,-0.006159536,0.211692301,0.512790219,0.27551748
873,0.000411808,0.013287536,0.030992041,-0.00623196,0.28580421,0.638239035,0.075956755
548,0.000406288,0.013346823,0.030440801,-0.006267123,0.394231877,0.599122734,0.006645389
246,0.000434423,0.014128559,0.030747851,-0.006629857,0.276095133,0.719376778,0.004528089
170,0.001135384,0.010252554,0.110741601,-0.003990893,0.005756169,0.254912125,0.739331706
299,0.00108408,0.01452976,0.074610977,-0.006180801,0.044230065,0.934446418,0.021323517
38,0.001097529,0.014593616,0.075206116,-0.006199279,0.035395025,0.940013449,0.024591526
636,0.001081499,0.013401339,0.080700825,-0.00561917,0.018313649,0.728338313,0.253348038
465,0.0011138,0.013027571,0.085495598,-0.005399986,0.004423576,0.654565356,0.341011068
172,0.001089154,0.014516509,0.07502867,-0.0061691,0.060204373,0.933975393,0.005820234
817,0.001094094,0.014349298,0.076247232,-0.006080555,0.017191001,0.906720044,0.076088955
539,0.0010719,0.014261062,0.075162688,-0.006058631,0.023193861,0.917989675,0.058816463
163,0.00107616,0.014377926,0.074848054,-0.006112803,0.074077279,0.920504799,0.005417922
630,0.001107925,0.014713948,0.07529761,-0.006249049,0.03505875,0.957353386,0.007587863
521,0.001105909,0.010784182,0.102549131,-0.004286183,0.018746362,0.968603895,0.012649742
296,0.001124237,0.010884617,0.103286749,-0.004318072,0.012984087,0.984499779,0.002516134
271,0.001089008,0.01052289,0.103489472,-0.004172437,0.028713537,0.846775968,0.124510495
821,0.001107698,0.010375246,0.106763519,-0.004079925,0.018239421,0.80517911,0.176581469
321,0.001035686,0.010517668,0.098471066,-0.004223148,0.047155748,0.904051534,0.048792718
878,0.001062065,0.010452858,0.101605256,-0.004164364,0.065073758,0.896465277,0.038460965
826,0.001056983,0.010451089,0.10113615,-0.004168562,0.082429138,0.907202691,0.010368171
913,0.001031851,0.010339124,0.099800608,-0.004137711,0.122416666,0.877067238,0.000516096
180,0.001056842,0.01044072,0.101223137,-0.004163518,0.068836542,0.915266354,0.015897104
906,0.000301282,0.010996278,0.027398502,-0.005196857,0.353164275,0.003034694,0.643801031
598,0.000889846,0.01805125,0.049295535,-0.008135779,0.067614552,0.010862138,0.92152331
947,0.000843876,0.015559673,0.054234836,-0.00693596,0.244058332,0.021200838,0.734740831
581,0.000261753,0.014913787,0.017551073,-0.007195141,0.95011844,0.009200988,0.040680572
536,0.000447292,0.015693786,0.028501203,-0.007399601,0.509457902,0.004700972,0.485841127
365,0.000244466,0.012148658,0.020122864,-0.005829863,0.624746599,0.001693353,0.373560048
615,0.000260116,0.014974866,0.017370179,-0.007227317,0.957982567,0.022645462,0.019371972
966,0.00026541,0.01499106,0.017704581,-0.00723012,0.963214597,0.018368344,0.01841706
588,0.000746303,0.014661402,0.050902564,-0.006584398,0.049160685,0.264249025,0.68659029
718,0.000818739,0.014636446,0.055938373,-0.006499484,0.089799024,0.227395174,0.682805803
226,0.000305054,0.011155381,0.027345928,-0.005272636,0.246399817,0.751510071,0.002090112
697,0.000384439,0.011351203,0.03386771,-0.005291162,0.224944247,0.526042103,0.24901365
738,0.000289003,0.010374254,0.027857726,-0.004898124,0.256099816,0.615777768,0.128122416
112,0.000306457,0.011235695,0.027275332,-0.00531139,0.223059226,0.776568174,0.000372601
652,0.000299432,0.010962172,0.027315013,-0.005181654,0.365797369,0.629284381,0.00491825
626,0.000999723,0.014348496,0.069674383,-0.006174526,0.00533462,0.480966794,0.513698586
731,0.000878326,0.017776695,0.049408839,-0.008010022,0.09421295,0.901053276,0.004733774
109,0.00085291,0.017124993,0.049804997,-0.007709586,0.096284699,0.812721139,0.090994162
858,0.000824416,0.016642514,0.04953673,-0.007496841,0.118015805,0.825362203,0.056621992
25,0.000832291,0.01681251,0.049504292,-0.007573964,0.168686283,0.830122004,0.001191713
882,0.000857962,0.017332548,0.049500064,-0.007808312,0.127254786,0.869794519,0.002950696
275,0.000857701,0.015725411,0.05454234,-0.007005005,0.252229535,0.744320058,0.003450407
286,0.000905833,0.015386579,0.05887164,-0.006787456,0.077475068,0.710211726,0.212313207
789,0.000894715,0.016313109,0.054846363,-0.00726184,0.174170227,0.794200566,0.031629207
684,0.00087589,0.016098062,0.054409671,-0.007173141,0.214388337,0.775100312,0.010511351
423,0.000924066,0.016863668,0.054796254,-0.007507768,0.168823788,0.829286226,0.001889986
236,0.000447472,0.015713322,0.028477221,-0.007409189,0.509833502,0.004065839,0.486100659
839,0.000245303,0.012232926,0.02005267,-0.00587116,0.642062029,0.00428928,0.353648691
228,0.000263146,0.015038275,0.017498423,-0.007255992,0.962229509,0.026182244,0.011588247
805,0.00026862,0.015106479,0.01778176,-0.00728462,0.973530582,0.005254776,0.021214642
501,0.000399104,0.013707338,0.029116049,-0.006454565,0.415896859,0.394626381,0.189476761
825,0.000450963,0.015795141,0.028550723,-0.007446608,0.508354029,0.491591612,5.44E-05
588,0.000465817,0.016415153,0.028377239,-0.00774176,0.4634891,0.535720821,0.000790079
380,0.000243492,0.012160179,0.020023709,-0.005836598,0.628076881,0.36887943,0.003043688
733,0.000245388,0.012185403,0.020137846,-0.005847314,0.630821359,0.368870543,0.000308098
424,0.000227916,0.014175746,0.016077911,-0.006859956,0.89544667,0.003590135,0.100963195
115,0.000425137,0.016736918,0.025401177,-0.007943321,0.036760007,0.954927284,0.008312709
868,0.000432711,0.016981743,0.02548097,-0.00805816,0.019484937,0.974385896,0.006129166
737,0.000415855,0.016367115,0.025407976,-0.007767702,0.069328038,0.924853547,0.005818415
177,0.000745587,0.014195909,0.052521228,-0.006352368,0.000495503,0.107975225,0.891529272
745,0.000427565,0.01208482,0.035380314,-0.005614845,0.00585419,0.324724066,0.669421744
983,0.000497811,0.01403511,0.035468977,-0.006519744,0.004116663,0.378310101,0.617573236
178,0.000491993,0.013800645,0.035650027,-0.006408329,0.001214152,0.258626671,0.740159177
542,0.000400835,0.015857807,0.025276845,-0.007528068,0.111961783,0.882433129,0.005605088
442,0.000412591,0.016475848,0.025042169,-0.007825333,0.057897032,0.933984569,0.0081184
843,0.000474757,0.014750694,0.0321854,-0.00690059,0.001718229,0.38873037,0.609551401
951,0.001117316,0.014877128,0.075102964,-0.006321248,0.014946944,0.022618558,0.962434498
888,0.001077515,0.010689507,0.100801224,-0.004267238,0.017722208,0.060040418,0.922237373
834,0.000358283,0.014342891,0.024979799,-0.006813163,0.252678444,0.745965552,0.001356004
661,0.000366338,0.011715359,0.031269856,-0.005491342,0.006972381,0.422991683,0.570035936
79,0.000866497,0.017517147,0.049465626,-0.007892077,0.005005824,0.149182553,0.845811623
593,0.000924365,0.016581881,0.055745475,-0.007366575,0.002056073,0.212827319,0.785116609
496,0.00041318,0.016432655,0.025143865,-0.007803147,0.052635449,0.928193407,0.019171144
690,0.000503539,0.016264687,0.03095902,-0.007628805,0.013513988,0.625461421,0.361024591
159,0.000422668,0.016547291,0.025543027,-0.007850977,0.01935346,0.933629929,0.04701661
23,0.000385517,0.015385036,0.025057945,-0.007307001,0.149060645,0.842395793,0.008543562
871,0.000434766,0.01703317,0.025524677,-0.008081819,0.018838057,0.980935237,0.000226706
88,0.000115351,0.010502867,0.010982856,-0.005136082,0.800339095,0.005434764,0.194226141
22,0.000105717,0.010663121,0.009914278,-0.005225844,0.928222115,0.057581075,0.014196811
291,0.00077205,0.014751083,0.052338507,-0.006603492,0.000953851,0.012386891,0.986659258
877,0.000381522,0.01170428,0.032596784,-0.005470618,0.122691987,0.009835738,0.867472275
355,0.000466384,0.014190348,0.032866269,-0.00662879,0.153950102,0.007502114,0.838547784
555,0.000467156,0.014395515,0.032451464,-0.006730602,0.0006422,0.078784389,0.920573411
967,0.000102555,0.010769058,0.009523079,-0.005281975,0.955594664,0.010737997,0.033667338
275,8.88E-05,0.010498899,0.008454025,-0.005160692,0.829904658,0.16759448,0.002500862
649,0.000484104,0.016662105,0.029054214,-0.007846948,0.034113498,0.000329167,0.965557336
977,0.001106074,0.014821268,0.074627495,-0.00630456,0.007348624,0.029634879,0.963016497
879,0.001065033,0.010607676,0.100402146,-0.004238804,0.041243119,0.025814176,0.932942705
822,9.82E-05,0.010576052,0.009286388,-0.005189813,0.908247974,0.007186994,0.084565032
506,0.00029579,0.012133621,0.024377693,-0.005771021,0.014279871,0.043945323,0.941774806
901,0.000878571,0.018029687,0.04872911,-0.008136273,0.076373842,0.004123562,0.919502596
311,0.001034642,0.019142774,0.054048686,-0.008536745,0.001874745,0.019300416,0.978824838
488,0.000110252,0.010880468,0.010133058,-0.005329982,0.97127358,0.008128769,0.02059765
780,0.000432446,0.017577759,0.024601909,-0.008356433,0.361145381,0.014665142,0.624189477
363,0.000150749,0.010208101,0.014767584,-0.004953302,0.487856759,0.001301912,0.510841329
565,8.25E-05,0.010437583,0.007902302,-0.00513631,0.872923987,0.086204088,0.040871925
601,9.96E-05,0.010508723,0.009475582,-0.005154785,0.924144194,0.048059315,0.027796491
444,0.000114083,0.01063092,0.010731287,-0.005201376,0.92935192,0.054031786,0.016616293
571,0.000755586,0.014516956,0.052048502,-0.006502892,0.022241677,0.018597756,0.959160566
622,0.000404263,0.011992199,0.033710488,-0.005591837,0.000571801,0.062636777,0.936791422
291,0.000489966,0.014808089,0.033087717,-0.006914079,0.102379175,0.00546786,0.892152965
360,0.000466551,0.013871787,0.033633072,-0.006469343,0.069692789,0.041523913,0.888783298
247,0.000114886,0.010586748,0.010851874,-0.005178488,0.917275567,0.078849261,0.003875172
502,0.000114264,0.010796119,0.01058378,-0.005283796,0.725862786,0.272008397,0.002128816
453,0.000472665,0.016385083,0.028847254,-0.007719877,0.043249025,0.021303562,0.935447413
292,0.001104175,0.014747272,0.07487314,-0.006269461,0.01118949,0.031962548,0.956847962
533,0.001070004,0.010614449,0.10080637,-0.00423722,0.037399364,0.028601439,0.933999197
926,0.000115684,0.010485607,0.011032624,-0.00512712,0.822670221,0.174793573,0.002536206
647,0.000295103,0.011774402,0.025063057,-0.005592098,0.033613326,0.061556045,0.90483063
796,0.000880679,0.018067199,0.048744648,-0.00815292,0.053135372,0.025545344,0.921319285
944,0.000979716,0.018231876,0.053736414,-0.008136223,0.044033347,0.038577549,0.917389104
726,0.000115593,0.010559078,0.010947218,-0.005163946,0.785293488,0.212313169,0.002393343
191,0.000421311,0.016897827,0.024932822,-0.008027603,0.303676131,0.09815229,0.598171579
884,0.000152868,0.010297312,0.014845474,-0.004995788,0.41223557,0.047853732,0.539910698
411,0.000112773,0.010557066,0.010682227,-0.00516576,0.90963422,0.083465802,0.006899978
22,0.000112864,0.010482553,0.01076682,-0.005128413,0.900693122,0.089307595,0.009999283
446,0.000733701,0.014281751,0.051373353,-0.006407174,0.00015135,0.061230762,0.938617888
498,0.000410406,0.012243882,0.033519257,-0.005711535,0.021567531,0.01521517,0.963217299
343,0.000483944,0.01471123,0.032896236,-0.006871671,0.099451308,0.017260515,0.883288177
198,0.000491227,0.014525121,0.033819131,-0.006771333,0.038171669,0.007852631,0.9539757
423,9.01E-05,0.010560995,0.008535365,-0.005190355,0.807498994,0.190715989,0.001785017
918,0.000104302,0.010845314,0.00961723,-0.005318355,0.966753111,0.0228207,0.010426189
112,0.000417421,0.014569658,0.028650012,-0.006867408,0.190589901,0.01408773,0.795322369
293,0.001079085,0.014555261,0.074137099,-0.006198546,0.058000345,0.008393741,0.933605914
939,0.001027821,0.010475185,0.098119643,-0.004209771,0.094407875,0.011431217,0.894160908
980,0.000107241,0.010735586,0.009989336,-0.005260552,0.938817177,0.047615217,0.013567606
7,0.000299776,0.012181434,0.024609237,-0.005790941,0.016344343,0.033047449,0.950608208
553,0.000863353,0.017786273,0.048540402,-0.008029784,0.089310293,0.008853776,0.901835932
610,0.001013922,0.018782023,0.053983659,-0.008377089,0.023920398,0.019592157,0.956487445
123,0.000104097,0.01075983,0.009674552,-0.005275818,0.93496774,0.030496414,0.034535846
670,0.000464779,0.018837916,0.024672538,-0.008954179,0.307075088,0.007679363,0.685245549
41,0.00015264,0.010353995,0.014742148,-0.005024357,0.446626046,0.005876539,0.547497415
127,0.000102816,0.010704739,0.009604705,-0.005249553,0.928426626,0.061031499,0.010541875
149,0.000111456,0.010846605,0.010275639,-0.005311847,0.979303746,0.010409954,0.0102863
925,0.000673821,0.012461429,0.054072495,-0.005556894,0.015789443,0.709951242,0.274259314
960,0.000722873,0.012996746,0.055619518,-0.0057755,0.001038492,0.759721868,0.23923964
103,0.000716233,0.012843193,0.055767538,-0.005705363,0.001410191,0.75759464,0.240995169
859,0.000693064,0.013661111,0.050732659,-0.006137491,0.094402963,0.879491771,0.026105266
997,0.000767598,0.014728972,0.052114829,-0.006596888,0.010436051,0.984159125,0.005404824
812,0.000745421,0.014155096,0.05266094,-0.006332128,0.00679474,0.878084771,0.115120489
922,0.001025971,0.012840463,0.0799014,-0.00539426,0.010275588,0.3065467,0.683177712
801,0.001110634,0.010608157,0.10469625,-0.004193444,0.002710456,0.067739513,0.929550031
351,0.000710608,0.013841831,0.0513377,-0.006210308,0.096485559,0.894403326,0.009111115
619,0.00073124,0.013903232,0.052594955,-0.006220376,0.018501758,0.897781421,0.083716821
130,0.000835488,0.013534738,0.061729139,-0.005931881,0.010771534,0.622434364,0.366794103
447,0.000903723,0.013641017,0.066250395,-0.005916786,0.002716061,0.550540041,0.446743897
425,0.000714309,0.013921172,0.051310955,-0.006246277,0.087424653,0.901229556,0.011345791
582,0.000757461,0.013732474,0.055158371,-0.006108776,0.008305151,0.865015245,0.126679603
19,0.000712164,0.013731493,0.05186354,-0.006153583,0.004734178,0.882528675,0.112737147
454,0.000680657,0.013433627,0.050668153,-0.006036156,0.139883386,0.852511171,0.007605443
763,0.000715322,0.013885983,0.051513981,-0.006227669,0.098035819,0.899818614,0.002145567
706,0.000468285,0.011460324,0.040861454,-0.005261876,0.002038678,0.592514091,0.405447231
157,0.000462827,0.011638198,0.039767885,-0.005356272,0.000817424,0.545415164,0.453767412
876,0.000403817,0.012236992,0.032999659,-0.00571468,0.00941002,0.965118473,0.025471507
122,0.000362731,0.011467467,0.031631288,-0.005371003,0.171774805,0.821203709,0.007021486
240,0.000447262,0.011667557,0.038333831,-0.005386516,0.004646507,0.656163647,0.339189846
134,0.001134232,0.015055503,0.075336733,-0.006393519,0.009183117,0.006954666,0.983862217
738,0.001112897,0.010845026,0.102618176,-0.004309616,0.014737593,0.01328007,0.971982338
948,0.000396722,0.01211498,0.032746374,-0.005660768,0.021253896,0.938484422,0.040261682
666,0.000394851,0.011292229,0.034966602,-0.005251264,0.005517273,0.746671164,0.247811563
580,0.000754297,0.01455807,0.051812951,-0.006524739,0.004596545,0.359746,0.635657455
327,0.000787258,0.013529841,0.058186819,-0.005977662,0.00226136,0.423061346,0.574677294
160,0.000377112,0.011672002,0.032309145,-0.005458889,0.129041939,0.858141596,0.012816465
376,0.000477442,0.012992144,0.036748522,-0.00601863,0.009608642,0.710766457,0.279624901
477,0.000409185,0.01201468,0.034057073,-0.005598155,0.001777698,0.939723809,0.058498493
37,0.000382105,0.011860551,0.032216499,-0.00554817,0.074682799,0.902416113,0.022901088
628,0.000373509,0.011587463,0.032233925,-0.005420222,0.121460895,0.858644861,0.019894244
40,0.000519369,0.012529167,0.0414528,-0.005745214,0.006305219,0.462719307,0.530975475
159,0.000451338,0.013880588,0.032515806,-0.006488955,0.175846943,0.811140695,0.013012362
949,0.000457458,0.014208042,0.032197107,-0.006646563,0.147366154,0.840182838,0.012451008
65,0.000512053,0.013241107,0.038671459,-0.0061085,0.017965105,0.571100909,0.410933986
254,0.001070104,0.013965766,0.076623378,-0.005912779,0.009807181,0.111674998,0.878517821
568,0.00105363,0.01038276,0.101478811,-0.00413775,0.000286905,0.138636765,0.86107633
638,0.000523163,0.015801694,0.033108006,-0.007377685,0.018227965,0.974780309,0.006991726
589,0.000432337,0.011581707,0.03732929,-0.005358517,0.011336085,0.545332222,0.443331693
326,0.000778165,0.014696507,0.052948988,-0.006570088,0.001634101,0.405160114,0.593205785
284,0.000863582,0.014482576,0.059629007,-0.006377706,0.008567264,0.355796818,0.635635918
986,0.000519671,0.015837501,0.03281268,-0.00739908,0.00365327,0.975092177,0.021254553
856,0.000559135,0.014815782,0.037739165,-0.006848756,0.000710946,0.732814306,0.266474749
154,0.000517354,0.015580051,0.033206189,-0.007272671,0.01007845,0.951298195,0.038623356
926,0.000481139,0.01493972,0.03220534,-0.006988721,0.066759445,0.905167561,0.028072994
747,0.000470169,0.014433523,0.032574795,-0.006746592,0.118578995,0.861284342,0.020136663
795,0.000497457,0.014640387,0.033978423,-0.006822736,0.032629362,0.967236903,0.000133735
953,0.000482273,0.014510378,0.033236452,-0.006772915,0.036081141,0.952844804,0.011074055
532,0.000505133,0.012833802,0.039359574,-0.005911768,0.001757431,0.648944047,0.349298522
322,0.001127133,0.014966622,0.075309748,-0.006356178,0.014493056,0.010433545,0.975073399
609,0.001108455,0.010836631,0.10228782,-0.00430986,0.028084174,0.000464683,0.971451143
53,0.000500603,0.014780228,0.033869808,-0.006889511,0.008500989,0.980651618,0.010847392
746,0.00042479,0.011468863,0.037038565,-0.005309641,0.000383701,0.564516721,0.435099578
141,0.000772223,0.015277845,0.050545264,-0.0068667,0.000801206,0.397396764,0.601802031
138,0.000819452,0.013406618,0.06112294,-0.005883857,0.003544382,0.429025358,0.56743026
481,0.000414208,0.012719186,0.032565611,-0.005945385,0.237496723,0.75834714,0.004156138
252,0.000535554,0.014912156,0.035913888,-0.006920525,0.00053504,0.780763765,0.218701195
48,0.000472492,0.01375889,0.034340835,-0.006406953,0.001967229,0.884202391,0.11383038
719,0.000435514,0.013193344,0.03301013,-0.006161158,0.179840032,0.815689876,0.004470092
888,0.000447099,0.013511579,0.033090091,-0.00630869,0.130686462,0.85324329,0.016070248
753,6.90E-05,0.01062548,0.006495243,-0.005243725,0.918522611,0.045842899,0.03563449
562,0.000439958,0.015227977,0.028891401,-0.007174031,0.146977889,0.00179217,0.851229941
253,0.001063549,0.014429123,0.07370847,-0.006151013,0.070704096,0.008759762,0.920536142
40,0.001072752,0.010672908,0.100511695,-0.004263702,0.009331627,0.039877131,0.950791243
211,0.000104492,0.010749067,0.009721047,-0.005270041,0.949522837,0.010555028,0.039922135
453,0.000311829,0.012512949,0.02492054,-0.005944645,4.87E-05,0.003805532,0.996145812
908,0.000876298,0.018049572,0.048549505,-0.008148488,0.06479076,0.013370804,0.921838437
480,0.000978735,0.018305758,0.053465983,-0.008174144,0.040934883,0.030885701,0.928179416
