,Returns,Volatility,Sharpe Ratio,MV Model,SDR.L Weight,NMC.L Weight,CPG.L Weight
761,0.002592096,0.019986028,0.129695404,-0.007400918,0.929082088,0.0188932,0.052024712
188,0.002643189,0.020455704,0.129215256,-0.007584663,0.956474908,0.034469383,0.009055709
815,0.002300945,0.018046203,0.127502996,-0.006722157,0.822466678,0.162505454,0.015027868
592,0.002555842,0.019710798,0.129667108,-0.007299557,0.913061642,0.01606648,0.070871879
607,0.002145685,0.015459119,0.138797337,-0.005583875,0.623406466,0.005555727,0.371037808
740,0.001893147,0.012908833,0.1466552,-0.004561269,0.468691768,0.003182691,0.52812554
921,0.002534433,0.019669803,0.128848906,-0.007300469,0.913444852,0.067299578,0.01925557
23,0.002721202,0.021021119,0.129450857,-0.007789358,0.985977846,0.006436409,0.007585744
898,0.002288755,0.017281367,0.132440595,-0.006351929,0.75011884,0.022109211,0.227771949
231,0.002338958,0.017465617,0.13391786,-0.00639385,0.754646525,5.69E-05,0.245296594
695,0.002718975,0.021024446,0.129324475,-0.007793248,0.986103689,0.00819518,0.005701131
993,0.002494592,0.019155078,0.130231373,-0.007082947,0.878065021,0.004108554,0.117826425
228,0.002706062,0.020927746,0.129304969,-0.007757812,0.980678037,0.001038191,0.018283773
557,0.002376108,0.018565558,0.127984707,-0.006906672,0.853793377,0.119790963,0.02641566
163,0.002619187,0.020329223,0.128838535,-0.007545424,0.950370314,0.022644805,0.02698488
71,0.002473948,0.019333971,0.127958615,-0.007193038,0.878327503,0.00023209,0.121440406
462,0.002514576,0.019729617,0.127451831,-0.007350233,0.912206889,0.026135606,0.061657505
535,0.002668665,0.020685126,0.129013732,-0.007673898,0.967043778,0.030383585,0.002572637
757,0.002569018,0.020076321,0.127962576,-0.007469143,0.931656606,0.021714941,0.046628452
589,0.002199916,0.016463392,0.133624694,-0.00603178,0.719547024,0.003672625,0.276780351
349,0.002551224,0.019718743,0.129380663,-0.007308147,0.912527215,0.001454514,0.086018271
778,0.002583158,0.019897454,0.129823523,-0.00736557,0.923170555,0.004513398,0.072316047
858,0.002622659,0.020245123,0.129545226,-0.007499903,0.942492072,0.009823167,0.047684761
597,0.002636961,0.02050336,0.128611158,-0.007614719,0.957997458,0.020354366,0.021648176
275,0.002687437,0.020906021,0.128548448,-0.007765574,0.979972373,0.00224436,0.017783268
302,0.002576295,0.019892919,0.12950812,-0.007370165,0.922517251,0.011469649,0.0660131
412,0.002112494,0.015244559,0.138573618,-0.005509786,0.604664285,0.007644933,0.387690782
86,0.00193407,0.013230598,0.146181598,-0.004681229,0.495131061,0.00449184,0.500377099
953,0.002687213,0.020832065,0.128994055,-0.00772882,0.974994013,0.012919917,0.01208607
768,0.002738376,0.021156559,0.129433905,-0.007839904,0.993014038,0.001087897,0.005898065
992,0.002380142,0.017947682,0.132615569,-0.006593699,0.79350749,0.002197699,0.204294812
727,0.002362135,0.01770314,0.133430268,-0.006489435,0.779595266,0.020437128,0.199967606
432,0.00257966,0.020128674,0.128158457,-0.007484677,0.936011493,0.033982835,0.030005671
298,0.002459313,0.018954099,0.12975101,-0.007017736,0.868969389,0.033979128,0.097051483
477,0.002544675,0.019839944,0.128260193,-0.007375297,0.919957964,0.075903367,0.004138669
952,0.002605278,0.020338421,0.128096369,-0.007563933,0.950067901,0.013400948,0.036531151
772,0.002682737,0.02078647,0.129061678,-0.007710498,0.972793598,0.023965867,0.003240534
325,0.002347147,0.018609378,0.126127115,-0.006957542,0.838090138,0.091097718,0.070812143
384,0.002550406,0.019837835,0.128562742,-0.007368511,0.916390499,0.047623342,0.035986159
420,0.002600665,0.020282288,0.128223454,-0.007540479,0.942117709,0.012090232,0.045792059
211,0.002174035,0.016263151,0.133678609,-0.00595754,0.705347678,0.000921873,0.293730449
549,0.00252232,0.019501129,0.129342265,-0.007228244,0.899921889,0.002510406,0.097567705
210,0.002594148,0.019977133,0.129855882,-0.007394418,0.927396086,0.003000282,0.069603633
588,0.002720643,0.021011483,0.129483611,-0.007785099,0.984567487,0.00513494,0.010297573
490,0.00261551,0.020388716,0.128282247,-0.007578848,0.952257381,0.004572505,0.043170114
92,0.002558621,0.020028236,0.127750669,-0.007455497,0.927392315,0.048223518,0.024384167
873,0.002588877,0.019996602,0.129465853,-0.007409424,0.926699592,0.021900585,0.051399824
66,0.002101571,0.015175728,0.138482357,-0.005486293,0.597845626,0.011104413,0.391049961
669,0.001905109,0.012991307,0.146644888,-0.004590545,0.474662498,0.000610028,0.524727473
6,0.002641539,0.020524638,0.1287009,-0.00762078,0.956504886,0.017973123,0.02552199
103,0.002647251,0.020469476,0.129326745,-0.007587487,0.955187474,0.008026995,0.03678553
282,0.002256409,0.017090075,0.132030353,-0.006288629,0.727467926,0.011975311,0.260556763
861,0.002294111,0.017160001,0.133689434,-0.00628589,0.732079032,0.010654991,0.257265977
225,0.002561021,0.019960276,0.128305874,-0.007419117,0.921810393,0.053879449,0.024310158
74,0.002574242,0.019749707,0.130343294,-0.007300612,0.914858596,0.000608345,0.084533059
436,0.002596103,0.0201514,0.128829886,-0.007479597,0.931417871,0.06545033,0.003131799
809,0.002648588,0.020591556,0.128624959,-0.00764719,0.962127443,0.01459523,0.023277327
359,0.002487709,0.019451913,0.127890198,-0.007238247,0.893188624,0.075716299,0.031095077
155,0.002477578,0.019410182,0.127643205,-0.007227513,0.895941067,0.022066835,0.081992098
702,0.002694772,0.020896608,0.128957393,-0.007753532,0.978064885,0.00235913,0.019575985
68,0.002086689,0.015659343,0.133255188,-0.005742983,0.662917338,0.004832074,0.332250589
86,0.002506877,0.019387631,0.129302918,-0.007186938,0.893582103,0.001341222,0.105076676
545,0.002466275,0.019087307,0.129210222,-0.007077378,0.876738266,0.027460163,0.095801571
609,0.002466817,0.01904233,0.129543841,-0.007054348,0.873017215,0.006825875,0.120156911
684,0.002731184,0.021129444,0.129259611,-0.007833538,0.991657688,0.002718811,0.005623501
937,0.002427282,0.01935063,0.125436855,-0.007248033,0.891844057,0.070925979,0.037229965
789,0.002615702,0.020192602,0.12953766,-0.007480599,0.939407925,0.005831209,0.054760866
175,0.002106181,0.01519342,0.138624517,-0.00549053,0.598859729,0.004119449,0.397020822
748,0.001841157,0.012546031,0.146752168,-0.004431858,0.436517979,0.002259307,0.561222714
442,0.002665713,0.020710317,0.128714242,-0.007689446,0.968074999,0.015303562,0.016621439
619,0.002595108,0.020103698,0.129086093,-0.007456741,0.935698583,0.01012245,0.054178967
79,0.002275413,0.01725068,0.13190282,-0.006349927,0.744336536,0.017900758,0.237762707
851,0.002381254,0.017824649,0.133593324,-0.006531071,0.78565061,0.009513064,0.204836326
175,0.002660012,0.02068291,0.128609199,-0.007681442,0.966682491,0.002205538,0.031111971
579,0.002523125,0.019373668,0.130234775,-0.007163709,0.891723373,0.002971805,0.105304822
432,0.002674295,0.020731171,0.128998732,-0.007691291,0.969607716,0.014564516,0.015827767
25,0.002648945,0.020626495,0.128424394,-0.007664303,0.965504382,0.005296409,0.029199209
594,0.002464338,0.019485122,0.126472793,-0.007278223,0.895782244,0.10196806,0.002249696
738,0.002557143,0.019954681,0.12814753,-0.007420198,0.926479701,0.040521139,0.032999161
701,0.002174842,0.016267292,0.133694162,-0.005958804,0.705665764,0.000203889,0.294130348
756,0.002443449,0.018927183,0.129097361,-0.007020142,0.868111114,0.015073812,0.116815074
858,0.002369944,0.018292586,0.129557646,-0.006776349,0.829496096,0.016910361,0.153593544
295,0.002528538,0.019516543,0.129558698,-0.007229734,0.901918153,0.017452822,0.080629025
669,0.002705876,0.020954961,0.129128201,-0.007771604,0.982628842,0.006539164,0.010831994
376,0.002588599,0.020175075,0.128306765,-0.007498939,0.940298864,0.048773327,0.010927808
324,0.002729746,0.021095841,0.129397351,-0.007818175,0.989898393,0.008090054,0.002011553
890,0.002155593,0.015574616,0.138404271,-0.005631715,0.637348508,0.016754095,0.345897397
994,0.001841269,0.012547275,0.146746537,-0.004432368,0.437273487,0.003679555,0.559046958
928,0.002522436,0.01971137,0.127968592,-0.007333249,0.913727482,0.059219254,0.027053264
813,0.002605658,0.020162354,0.129233807,-0.007475519,0.939477733,0.011153309,0.049368957
726,0.002443696,0.018453774,0.132422576,-0.006783191,0.829943713,0.005064609,0.164991678
425,0.002356009,0.017605336,0.13382355,-0.006446659,0.767800362,0.005658427,0.22654121
113,0.0026789,0.020743506,0.129144036,-0.007692853,0.971060098,0.027498428,0.001441475
885,0.002518561,0.01935786,0.130105336,-0.007160369,0.893873527,0.021744112,0.08438236
469,0.002551868,0.019865379,0.128458052,-0.007380822,0.922518771,0.06599009,0.011491138
603,0.002484995,0.019452723,0.127745344,-0.007241367,0.898046901,0.09905386,0.002899239
212,0.002521717,0.019750705,0.127677335,-0.007353635,0.918845017,0.023404748,0.057750235
538,0.002158102,0.016167906,0.133480586,-0.005925851,0.699424609,0.005700652,0.294874739
478,0.002463702,0.019080532,0.129121247,-0.007076564,0.875861765,0.005592397,0.118545838
375,0.002398863,0.018544358,0.129358112,-0.006873316,0.843840011,0.018141444,0.138018545
553,0.002509431,0.019463142,0.128932495,-0.007222139,0.897375579,0.02991806,0.072706361
361,0.0024618,0.019465794,0.126468011,-0.007271097,0.894749034,0.096700928,0.008550038
705,0.002544952,0.020056985,0.126886081,-0.00748354,0.932516501,0.035206518,0.032276981
385,0.002652583,0.020604161,0.128740146,-0.007649498,0.9615911,0.031696408,0.006712492
760,0.002081186,0.015014181,0.138614668,-0.005425905,0.5803098,5.61E-05,0.419634133
276,0.001857501,0.012678893,0.146503422,-0.004481945,0.448617132,0.005094607,0.546288262
945,0.002328765,0.018651912,0.12485394,-0.006997191,0.847261156,0.104244061,0.048494782
461,0.002426363,0.018864324,0.128621778,-0.007005799,0.866466178,0.009763653,0.12377017
344,0.002455084,0.018530731,0.132487185,-0.006810281,0.834085413,0.000325366,0.165589221
348,0.002309753,0.01728504,0.133627288,-0.006332767,0.743187173,0.009104491,0.247708336
570,0.002578154,0.020172579,0.127804856,-0.007508136,0.93771186,0.016069779,0.046218361
893,0.002595135,0.019994267,0.129793942,-0.007401999,0.929531365,0.016245309,0.054223326
697,0.00269299,0.020869896,0.129037037,-0.007741958,0.976870059,0.015749791,0.00738015
436,0.002660341,0.020694042,0.128555876,-0.00768668,0.968631623,0.009185119,0.022183258
753,0.002626588,0.020451919,0.128427451,-0.007599372,0.955734669,0.01389853,0.030366801
194,0.002217803,0.016589833,0.133684465,-0.006077114,0.727941864,0.268933482,0.003124654
450,0.002177224,0.016280419,0.133732682,-0.005962985,0.709293734,0.270877581,0.019828686
216,0.002173537,0.016256902,0.133699321,-0.005954914,0.705186437,0.292993998,0.001819565
558,0.002151716,0.016122001,0.133464569,-0.005909284,0.696777587,0.297652189,0.005570224
100,0.002151488,0.016151609,0.133205796,-0.005924317,0.699088865,0.294037803,0.006873332
410,0.002186376,0.016371836,0.133544954,-0.005999542,0.71419351,0.266805262,0.019001227
50,0.002006284,0.01433842,0.139923625,-0.005162926,0.565044486,0.137833109,0.297122404
762,0.001795566,0.012183217,0.147380317,-0.004296042,0.418920936,0.055738017,0.525341047
69,0.002076046,0.01557714,0.13327518,-0.005712524,0.655946739,0.343080178,0.000973083
401,0.002088087,0.015655201,0.133379749,-0.005739514,0.66182964,0.337295653,0.000874707
927,0.002157219,0.015986009,0.134944182,-0.005835786,0.688951023,0.217787772,0.093261206
523,0.002098758,0.015406634,0.136224314,-0.005604559,0.645026512,0.196931272,0.158042216
126,0.002166699,0.016289818,0.133009406,-0.00597821,0.708882628,0.274925411,0.016191961
185,0.002130298,0.015874024,0.134200224,-0.005806715,0.687540305,0.255450697,0.057008998
687,0.002200647,0.016470469,0.1336117,-0.006034587,0.720428097,0.273803052,0.00576885
132,0.0022463,0.016811185,0.133619349,-0.006159293,0.742504756,0.256341931,0.001153313
710,0.002274928,0.017048326,0.133439939,-0.006249235,0.758586501,0.236994455,0.004419044
790,0.002671903,0.020596364,0.129726909,-0.007626279,0.962304669,0.000384992,0.037310339
322,0.002431259,0.018749848,0.129668193,-0.006943665,0.856314928,0.020577555,0.123107517
746,0.002396333,0.018621187,0.128688535,-0.00691426,0.850395815,0.133980974,0.015623211
730,0.002600724,0.020176927,0.128895962,-0.007487739,0.939119235,0.049813861,0.011066904
581,0.002542458,0.019615156,0.129617035,-0.007265119,0.907204543,0.049283351,0.043512106
226,0.002126211,0.015326385,0.138728765,-0.005536982,0.611681568,0.007519608,0.380798824
622,0.001838574,0.012523417,0.14681093,-0.004423134,0.434240363,0.002167744,0.563591893
870,0.002606026,0.020201649,0.129000664,-0.007494799,0.939906982,0.041449588,0.01864343
436,0.002479663,0.019180747,0.129278775,-0.00711071,0.881964386,0.111309659,0.006725955
232,0.002378698,0.017950116,0.132517156,-0.00659636,0.7974264,0.019835979,0.182737622
608,0.002373289,0.017737107,0.133803623,-0.006495264,0.780434277,0.01499705,0.204568673
73,0.002363955,0.018360931,0.128749183,-0.006816511,0.833827562,0.1584601,0.007712338
187,0.002483247,0.019069083,0.130223744,-0.007051294,0.876947063,0.05124733,0.071805607
631,0.002540074,0.019636196,0.129356711,-0.007278024,0.907986058,0.087808771,0.004205172
101,0.002384759,0.018515851,0.128795566,-0.006873166,0.843599021,0.148830934,0.007570045
728,0.002567048,0.019944346,0.128710587,-0.007405124,0.927899276,0.040552908,0.031547816
697,0.002382134,0.018314602,0.130067446,-0.006775168,0.832634918,0.091369404,0.075995678
305,0.002492063,0.019196252,0.129820305,-0.007106063,0.882795768,0.112935776,0.004268456
378,0.002475923,0.019148757,0.129299417,-0.007098455,0.880731613,0.107656213,0.011612174
485,0.002443755,0.018795153,0.130020463,-0.006953822,0.860525199,0.081676119,0.057798682
82,0.002149225,0.015479395,0.138844284,-0.005590472,0.627157145,0.01190376,0.360939095
291,0.001791093,0.012209734,0.146693854,-0.004313774,0.404987027,0.002806046,0.592206928
453,0.002429999,0.018789918,0.129324642,-0.00696496,0.859230192,0.119709756,0.021060052
332,0.002509861,0.019315765,0.129938457,-0.007148022,0.889613757,0.107340328,0.003045914
996,0.002371113,0.017869807,0.132688232,-0.00656379,0.789804075,0.010101706,0.200094219
329,0.002305112,0.017200999,0.134010377,-0.006295387,0.740352812,0.018410387,0.241236801
609,0.002398009,0.018536125,0.129369512,-0.006870053,0.843620444,0.14052106,0.015858496
272,0.002393268,0.018323104,0.130614768,-0.006768284,0.833934701,0.096210896,0.069854403
566,0.002500295,0.019291944,0.129603047,-0.007145677,0.889383559,0.082905945,0.027710496
893,0.002462266,0.018977028,0.129749842,-0.007026248,0.869957622,0.125060079,0.004982299
171,0.002753287,0.021268972,0.12945085,-0.0078812,0.999081704,0.00049346,0.000424836
752,0.002601244,0.020159838,0.12903099,-0.007478675,0.939016224,0.037853178,0.023130597
693,0.002415398,0.018780543,0.128611696,-0.006974874,0.859041225,0.12205827,0.018900505
247,0.00250217,0.019265518,0.129878145,-0.007130589,0.887352832,0.070050056,0.042597112
221,0.002149446,0.015495353,0.138715507,-0.005598231,0.628671259,0.014909224,0.356419517
34,0.001771336,0.012086854,0.146550634,-0.004272091,0.391771264,9.69E-05,0.608131791
676,0.002628821,0.020279634,0.129628633,-0.007510996,0.944312585,0.052672735,0.00301468
716,0.002395711,0.018490288,0.129565923,-0.006849433,0.840950184,0.144626369,0.014423447
661,0.002373219,0.017905201,0.132543546,-0.006579382,0.794422188,0.023881045,0.181696767
165,0.00224126,0.016724084,0.134013936,-0.006120782,0.711217286,0.04385524,0.244927474
737,0.002481541,0.019175767,0.12941024,-0.007106343,0.88112585,0.107448266,0.011425884
998,0.002568912,0.019713364,0.130313231,-0.00728777,0.913905754,0.029450327,0.056643919
219,0.002568528,0.019891125,0.129129373,-0.007377034,0.923658299,0.028187827,0.048153874
597,0.00236296,0.018279501,0.129268312,-0.00677679,0.827549128,0.166363286,0.006087586
135,0.002631545,0.020341506,0.129368264,-0.007539208,0.948898582,0.038363223,0.012738196
86,0.002160856,0.017805877,0.121356312,-0.006742083,0.810670029,0.136284339,0.053045633
476,0.00249586,0.019373572,0.12882809,-0.007190926,0.894679699,0.029536913,0.075783388
96,0.002239006,0.016194315,0.138258752,-0.005858152,0.682185733,0.004267224,0.313547043
705,0.00177637,0.012154357,0.14615085,-0.004300809,0.402408152,0.008851745,0.588740103
848,0.002527735,0.019847555,0.127357518,-0.007396042,0.920742065,0.017125707,0.062132228
261,0.002604105,0.020279502,0.128410687,-0.007535646,0.946723673,0.038366284,0.014910043
305,0.002281681,0.017256853,0.13221884,-0.006346745,0.741493808,0.005167698,0.253338494
539,0.002430134,0.018212376,0.133433097,-0.006676054,0.813211619,0.006386357,0.180402025
233,0.002649585,0.020618675,0.128504136,-0.007659752,0.963212286,0.00207727,0.034710444
41,0.002623437,0.020273875,0.12939987,-0.007513501,0.946648194,0.021347201,0.032004605
540,0.002670965,0.020707283,0.128986765,-0.007682676,0.969119176,0.012272881,0.018607944
372,0.002525639,0.019845402,0.127265696,-0.007397062,0.924100177,0.060716539,0.015183283
556,0.002504893,0.019693809,0.127191887,-0.007342012,0.916326659,0.066443169,0.017230172
314,0.002592906,0.020080559,0.129125205,-0.007447373,0.933747823,0.010544308,0.055707869
696,0.002098865,0.015130316,0.138719177,-0.005466293,0.591391575,0.000102014,0.408506411
978,0.00180698,0.012313985,0.146742127,-0.004350012,0.414386574,0.000537652,0.585075774
80,0.002642982,0.020606493,0.128259661,-0.007660265,0.963024194,0.011513846,0.02546196
98,0.002304512,0.018001419,0.128018381,-0.006696197,0.816999149,0.004058948,0.178941903
659,0.002220666,0.0169058,0.131355248,-0.006232234,0.713787054,0.010060406,0.276152541
313,0.00228597,0.017204276,0.132872202,-0.006316168,0.740928592,0.016479371,0.242592037
416,0.002590726,0.020362629,0.127229431,-0.007590589,0.950752021,0.037157662,0.012090317
91,0.00249051,0.019239818,0.129445588,-0.0071294,0.885509184,0.015546562,0.098944253
309,0.002657575,0.020660271,0.128632167,-0.00767256,0.966573596,0.013011204,0.0204152
753,0.002590775,0.020345962,0.127336062,-0.007582206,0.950805861,0.02822453,0.020969609
999,0.002648293,0.020691495,0.127989439,-0.007697455,0.968845025,0.027765231,0.003389744
741,0.002105077,0.015175368,0.138716705,-0.005482607,0.598703998,0.008797747,0.392498255
418,0.001841437,0.012554462,0.146675882,-0.004435794,0.439009414,0.010000904,0.550989683
682,0.002511336,0.019422187,0.129302443,-0.007199757,0.895174632,0.09182013,0.013005238
164,0.002634191,0.020343255,0.129487213,-0.007537436,0.94887287,0.018433232,0.032693898
97,0.002317357,0.017473789,0.132619021,-0.006419538,0.766753311,0.036086754,0.197159935
603,0.002322128,0.017344664,0.133881389,-0.006350204,0.748518172,0.011544684,0.239937144
711,0.002463949,0.019032242,0.129461831,-0.007052172,0.871133378,0.127780947,0.001085676
697,0.00251315,0.019267473,0.130434838,-0.007120587,0.887391068,0.021057519,0.091551413
419,0.002490455,0.019257568,0.129323459,-0.007138329,0.886872184,0.082131825,0.030995991
151,0.002580244,0.020071569,0.128552201,-0.00745554,0.935112611,0.032443859,0.03244353
923,0.002528597,0.019598572,0.129019447,-0.007270689,0.908032286,0.065173971,0.026793744
229,0.001764629,0.011794045,0.149620336,-0.004132393,0.386469577,0.159834528,0.453695894
205,0.002171769,0.015665149,0.138636998,-0.005660805,0.639707725,0.356299077,0.003993198
279,0.002106637,0.015191161,0.138675157,-0.005488944,0.599791714,0.393116804,0.007091482
885,0.00205235,0.014678949,0.139815867,-0.005287124,0.575825665,0.317181262,0.106993074
208,0.002014382,0.014253482,0.141325573,-0.00511236,0.546581642,0.314552878,0.138865481
721,0.002140627,0.0154254,0.138772855,-0.005572073,0.618648315,0.379594412,0.001757273
233,0.002119313,0.015247379,0.13899521,-0.005504377,0.617236626,0.34203875,0.040724625
193,0.002098659,0.015161559,0.138419762,-0.00548212,0.604266672,0.37387364,0.021859688
967,0.00205573,0.014875601,0.138194785,-0.00538207,0.569642587,0.424920183,0.00543723
116,0.002140832,0.015443925,0.138619673,-0.005581131,0.625094878,0.365890691,0.009014432
35,0.00188911,0.012886878,0.146591728,-0.004554329,0.466443029,0.531002948,0.002554023
513,0.001820355,0.012397052,0.146837758,-0.004378171,0.422109718,0.577725085,0.000165197
227,0.001833379,0.012467595,0.147051528,-0.004400419,0.433561399,0.536957987,0.029480614
423,0.001790047,0.012084977,0.148121693,-0.004252441,0.407784978,0.501333029,0.090881993
68,0.001842467,0.012580818,0.146450531,-0.004447942,0.440167944,0.554071284,0.005760771
401,0.001848396,0.012585068,0.146872113,-0.004444139,0.439967864,0.558086776,0.001945361
60,0.001850545,0.012607796,0.146777851,-0.004453353,0.442235854,0.555126272,0.002637874
872,0.001816694,0.012400195,0.146505289,-0.004383403,0.424366356,0.57076444,0.004869204
554,0.001818588,0.012387751,0.146805309,-0.004375288,0.421667153,0.577461257,0.00087159
371,0.00234677,0.018298273,0.128250902,-0.006802366,0.83412191,0.009659069,0.156219022
445,0.002252168,0.017083074,0.131836208,-0.006289369,0.72978396,0.014038921,0.256177119
377,0.002429754,0.018214858,0.133394086,-0.006677675,0.813117934,0.007473233,0.179408833
134,0.002722295,0.021074247,0.129176384,-0.007814828,0.988380937,0.001816547,0.009802515
628,0.002507403,0.019263274,0.130164938,-0.007124234,0.884892688,0.004418305,0.110689006
327,0.002582839,0.020089522,0.128566462,-0.007461922,0.934560041,0.01679605,0.048643909
392,0.002727246,0.021108111,0.129203681,-0.00782681,0.990485402,0.005046614,0.004467984
509,0.002590011,0.02022338,0.128070145,-0.007521679,0.942769731,0.035431054,0.021799214
288,0.002373489,0.017905149,0.132559027,-0.006579085,0.793880936,0.014480632,0.191638432
243,0.002388815,0.017845831,0.13385845,-0.0065341,0.785417529,0.003282436,0.211300035
939,0.002253357,0.017643506,0.127715949,-0.006568396,0.795685898,0.196437262,0.00787684
751,0.002533179,0.019443147,0.130286456,-0.007188395,0.89852786,0.02049703,0.08097511
350,0.002597347,0.020110549,0.129153451,-0.007457928,0.936410527,0.040214138,0.023375335
842,0.002483776,0.019279925,0.128827056,-0.007156186,0.890530964,0.102979278,0.006489758
416,0.002728076,0.021077204,0.129432519,-0.007810526,0.988801013,0.010774917,0.00042407
452,0.002145519,0.015724262,0.136446431,-0.005716611,0.652118746,0.173736249,0.174145004
379,0.002239296,0.017032479,0.131472092,-0.006276944,0.726709766,0.252859053,0.020431181
870,0.002374912,0.01789531,0.13271142,-0.006572743,0.795199814,0.173154658,0.031645527
21,0.002404933,0.018158614,0.132440331,-0.006674374,0.810924284,0.177852544,0.011223172
790,0.002286239,0.017341059,0.131839634,-0.006384291,0.754394543,0.226967321,0.018638137
178,0.002230998,0.016924792,0.131818353,-0.006231398,0.713599117,0.280970419,0.005430465
371,0.002401243,0.018054647,0.132998633,-0.00662608,0.804392445,0.1767313,0.018876255
102,0.002191296,0.016274982,0.134642009,-0.005946195,0.689277454,0.225608465,0.085114082
949,0.002407272,0.017990511,0.133807891,-0.006587983,0.795590106,0.202969557,0.001440338
824,0.002362698,0.017645629,0.13389706,-0.006460117,0.769330941,0.229813397,0.000855662
798,0.002281525,0.017090396,0.13349749,-0.006263673,0.729161829,0.259766271,0.0110719
756,0.00262725,0.020205823,0.130024409,-0.007475661,0.941773073,0.005911183,0.052315743
776,0.002703812,0.020919945,0.129245633,-0.007756161,0.980186917,0.002909876,0.016903207
225,0.002652413,0.020642644,0.128491918,-0.007668909,0.965693237,0.017514989,0.016791774
643,0.002507337,0.019747281,0.126971249,-0.007366304,0.913918159,0.079065502,0.007016339
373,0.00251666,0.019329451,0.130198215,-0.007148065,0.890581648,0.095849509,0.013568843
506,0.002459969,0.019006753,0.129426043,-0.007043408,0.873318056,0.101226122,0.025455822
930,0.002484849,0.019161543,0.129678958,-0.007095922,0.88236473,0.093773452,0.023861817
306,0.00251738,0.019727505,0.127607611,-0.007346373,0.917223104,0.038713451,0.044063445
887,0.002536955,0.019770128,0.128322649,-0.007348109,0.918547389,0.058890238,0.022562373
449,0.002714697,0.021029979,0.129087018,-0.007800292,0.98682375,0.010019742,0.003156508
343,0.000345035,0.011358415,0.030377077,-0.005334172,0.932366313,0.022165142,0.045468545
998,0.000383464,0.011224287,0.034163742,-0.00522868,0.896585232,0.017360371,0.086054396
114,0.000373675,0.010739575,0.034794219,-0.004996113,0.78584374,0.009979736,0.204176523
34,0.000356139,0.011004584,0.032362778,-0.005146153,0.856631504,0.015125297,0.128243198
862,0.000416045,0.011037155,0.037694983,-0.005102532,0.75022189,0.002998496,0.246779614
826,0.000359417,0.011376464,0.031592996,-0.005328816,0.950953899,0.040099804,0.008946298
999,0.000371337,0.011274147,0.032937052,-0.005265736,0.935717184,0.023910344,0.040372472
567,0.000355753,0.011144862,0.031920835,-0.005216678,0.897309492,0.015999663,0.086690845
153,0.000657899,0.012077401,0.054473582,-0.005380801,0.324141533,0.003104871,0.672753596
160,0.000415771,0.010429357,0.039865424,-0.004798908,0.555807507,0.001506505,0.442685988
881,0.000456402,0.010771861,0.042369883,-0.004929528,0.619486057,0.002158864,0.378355078
240,0.000441966,0.010679985,0.041382616,-0.004898027,0.681506115,0.001426528,0.317067357
972,0.000385805,0.011591949,0.033282112,-0.00541017,0.963714705,0.005367853,0.030917442
6,0.000344089,0.011315233,0.030409397,-0.005313527,0.943453339,0.043833093,0.012713568
647,0.000453255,0.011844769,0.038266236,-0.00546913,0.518719166,0.000135356,0.481145477
543,0.001043105,0.013887248,0.075112408,-0.00590052,0.119059367,0.009166534,0.8717741
47,0.001007229,0.010057693,0.1001451,-0.004021618,0.158862353,0.007709867,0.83342778
632,0.000366443,0.01136154,0.032252971,-0.005314327,0.93944965,0.022062813,0.038487537
782,0.000384947,0.010734214,0.035861662,-0.00498216,0.728619112,0.000883641,0.270497248
968,0.00071114,0.013076743,0.054382058,-0.005827231,0.429448586,0.003315507,0.567235907
883,0.000781845,0.013319993,0.058697131,-0.005878151,0.421715179,0.002003708,0.576281114
335,0.00034025,0.011243061,0.03026315,-0.00528128,0.918393419,0.04160009,0.040006491
98,0.000478721,0.012380755,0.038666527,-0.005711657,0.673048898,0.002673616,0.324277485
512,0.000345721,0.010391036,0.033271042,-0.004849797,0.775159382,0.015592533,0.209248085
546,0.000353153,0.011395093,0.030991666,-0.005344393,0.927633595,0.003144918,0.069221487
908,0.000333406,0.011061913,0.03013997,-0.005197551,0.922566091,0.050580976,0.026852933
343,0.000405644,0.011712016,0.034634875,-0.005450364,0.976921154,0.006248518,0.016830328
130,0.000377441,0.010759854,0.03507865,-0.005002486,0.772840629,0.007243292,0.219916078
21,0.000367786,0.011101459,0.033129523,-0.005182943,0.860382738,0.006047725,0.133569538
997,0.00042298,0.011275828,0.037512138,-0.005214934,0.63281512,0.000172502,0.367012378
128,0.000361719,0.011330896,0.031923271,-0.005303729,0.917104456,0.031440669,0.051454875
7,0.000346702,0.010856276,0.03193564,-0.005081436,0.836783107,0.029577227,0.133639666
523,0.000379185,0.011534434,0.032874165,-0.005388032,0.950484158,0.026685774,0.022830068
661,0.000652995,0.012097017,0.053979838,-0.005395514,0.316333258,0.01013065,0.673536091
391,0.000412468,0.010434947,0.039527514,-0.004805006,0.586232551,0.005371836,0.408395613
651,0.000465391,0.010988187,0.042353752,-0.005028703,0.552797113,0.002067789,0.445135098
269,0.000452922,0.010785876,0.041992171,-0.004940016,0.578134821,0.001046028,0.420819151
921,0.000358141,0.011439152,0.031308374,-0.005361435,0.931902735,0.042307945,0.02578932
290,0.000403763,0.011793483,0.034236135,-0.005492978,0.991067327,0.005063347,0.003869327
266,0.000417207,0.011017446,0.037867837,-0.005091516,0.741390933,0.017866508,0.240742559
803,0.001029882,0.01364244,0.075491035,-0.005791338,0.157389621,0.001866597,0.840743782
